product_id,title,meta_title,slug,thumb,desc,summary,type,sku,price,quantity,published_at,status,discount,created_at,updated_at
32224,Bộ HUD VIETMAP H1AS màn hình kính lái cảm biến thông minh,Bộ HUD Vietmap H1AS màn hình kính lái cảm biến ngoài,bo-hud-kinh-lai-vietmap-h1as-cam-bien-ngoai,/b/o/bo-hud-kinh-lai-vietmap-h1as-cam-bien-ngoai_4_.png,"Hotsale từ ngy 21/02 - 23/02 : Giảm gi chỉ cn 2,290,000đ (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Màn hình hiển thị thông tin lên kính lái xe cung cấp thông tin dữ liệu giao thông, hướng dẫn chỉ đường chi tiết Theo dõi và hiển thị thông tin nhiệt độ và áp suất lốp xe, cảnh báo hỗ trợ an toàn Sử dụng thông tin tốc độ thực tế lấy từ giao thức OBDII để cảnh báo vượt quá tốc độ Tích hợp loa ngoài để cảnh báo bằng giọng nói Tương thích kết nối thiết bị di động, cho phép đồng bộ danh bạ và hiển thị thông tin cuộc gọi đến",Bàn,bo-hud-kinh-lai-vietmap-h1as-cam-bien-ngoai,4490000,999,2025-11-19 17:36:57,1,1900000,2025-11-19 17:36:57,2025-11-19 17:36:57
117041,Camera hành động Akaso 4K Keychain 2,Camera hành động Akaso 4K Keychain 2 | Giá rẻ,camera-hanh-dong-akaso-keychain-2,/c/a/camera-hanh-dong-akaso-keychain-2.png,,"QuayZoom gần để c những cảnh cận r nt hoặc chụp ảnh siu rộng với độ phn giải 4K tuyệt đẹpCng nghệ ổn định nng cao với gyroscope 6 trục gip loại bỏ rung lắc, mang lại footage mượt m v r rngThời gian sử dụng 180 pht, cho php bạn ghi hnh lin tục trong suốt chuyến phiu lưuChống nước IPX6 bền bỉ v chống bụi, Keychain 2 c thể lặn xuống tới 30m (99ft) với vỏ chống nước",Camera hành động,camera-hanh-dong-akaso-keychain-2,4890000,999,2025-11-19 17:36:57,1,0,2025-11-19 17:36:57,2025-11-19 17:36:57
105026,Tay cầm chống rung DJI OM 8,DJI Osmo Mobile 8 - Gimbal chống rung thông minh thế hệ mới,tay-cam-chong-rung-dji-om-8,/t/a/tay-cam-chong-rung-dji-om-8.png,,"DJI Osmo Mobile 8 trọng lượng chỉ khoảng 370g, dễ dng mang theo mọi lcKhả năng xử l chuyển động mượt m với phạm vi kiểm sot pan, roll, tilt rộng, tốc độ điều khiển ln đến 120 độ/giyTnh năng ActiveTrack 7.0 nhận diện v bm st đối tượng chnh xc, hỗ trợ điều khiển bằng cử chỉPin Li-Po 3350mAh cho thời gian sử dụng ln tới 10 giờ, sạc nhanh qua cổng USB-C chỉ trong 2.5 giờChuẩn Bluetooth 5.3 gip kết nối nhanh chng v ổn định, l tưởng cho việc ghi hnh di động",product,tay-cam-chong-rung-dji-om-8,3258000,999,2025-11-19 17:36:57,1,0,2025-11-19 17:36:57,2025-11-19 17:36:57
102551,Camera hành động DJI Osmo Nano 4K 64GB (Hàng chính hãng),"DJI Osmo Nano (64GB) siêu nhỏ gọn, chính hãng, giá tốt",dji-osmo-nano-64gb,/c/a/camera-hanh-dong-dji-osmo-action-mini-nano-4k-standard_1__1.png,,"Thiết kế nhỏ gọn trọng lượng chỉ 52 g, thuận tiện cho việc mang theo mọi lc mọi nơiChống nước IPX4, bảo vệ hiệu quả khi sử dụng trong mi trường ẩm ướtCảm biến CMOS 1/1.3 Inch, độ phn giải ln đến 35 MP v khả năng quay video 4K@60fps, cho chất lượng hnh ảnh tuyệt vờiThời gian hoạt động ln đến 200 pht khi sử dụng cng đế gắn, l tưởng cho cc chuyến đi diHỗ trợ thẻ microSD ln đến 48GB, cho php lưu trữ nhiều ảnh v video chất lượng cao",Camera hành động,camera-hanh-dong-dji-osmo-action-mini-nano-4k-standard,7360000,999,2025-11-19 17:36:57,1,0,2025-11-19 17:36:57,2025-11-19 17:36:57
72878,Camera IP ngoài trời 360 độ 10MP IMOU IPC-S7XP-10M0WED Dual,"Camera IP ngoài trời 360 độ 10MP IMOU IPC-S7XP-10M0WED chính hãng, thiết kế nhỏ gọn, giá rẻ",camera-ip-wifi-imou-ipc-s7xp-10m0wed-10mp-2-ong-kinh,/c/a/camera-ip-wifi-imou-ipc-s7xp-10m0wed-10mp-2-ong-kinh_3.png,"Sale ""She"" m từ ngy 4/3 - 9/3 : Giảm gi cực sốc (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Chất lượng hnh ảnh cực kỳ r nt như đang xem trực tiếp với 2 camera 5 MP v 5 MPỐng knh cố định 0~260 v ống knh quay xoay ngang 0~355 gip bao qut ton cảnhTnh năng chống ngược sng HDR v chế độ nh sng kp thng minh, tầm nhn 30mTnh năng pht hiện m thanh v chuyển động bất thường hỗ trợ bạn kiểm sot an ton",Camera giám sát,CGS.IM.15.W,2500000,999,2025-11-19 17:36:57,1,735000,2025-11-19 17:36:57,2025-11-19 17:36:57
87129,Camera IP EZVIZ H6C Pro 2K 3MP 360 độ,Ezviz H6C Pro 3MP 2K quay quét 360 trong nhà WiFi,camera-ip-hong-ngoai-khong-day-3mp-ezviz-h6c-pro,/c/a/camera-ip-hong-ngoai-khong-day-3mp-ezviz-h6c-pro.png,"Sale 20/10 từ ngy 17/10 - 20/10 : Giảm gi chỉ cn 490,000đ (số lượng c hạn, khng p dụng cng chương trnh tặng thẻ nhớ, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Cảm biến hnh ảnh 3MP cho khả năng ghi lại video c độ nt v chi tiết vượt trội.Camera H6C Pro 3MP c đn hồng ngoại gip quay video r nt ngay cả trong điều kiện nh sng yếu hoặc ban đm.Thiết kế khng dy, dễ dng lắp đặt ở bất kỳ đu trong nh m khng cần phải ko dy.Hỗ trợ lưu trữ video ln đm my cng ứng dụng điều khiển camera thng qua điện thoại di động.Camera Ezviz H6C Pro 3M c kiểu dng nhỏ, gọn, với mu trắng tinh tế ph hợp với nhiều khng gian nội thất.",-,camera-ip-hong-ngoai-khong-day-3mp-ezviz-h6c-pro,890000,999,2025-11-19 17:36:57,1,340000,2025-11-19 17:36:57,2025-11-19 17:36:57
104116,Camera năng lượng mặt trời ngoài trời 3MP Eufy S220,Camera năng lượng mặt trời ngoài trời 3MP Eufy S220 | Giá rẻ,camera-ngoai-troi-nang-luong-mat-troi-eufy-2k-s220,/c/a/camera-ngoai-troi-nang-luong-mat-troi-eufy-2k-s220.2.png,"Flash Sale cuối tuần từ 9:00-11:00 ngy 8/11/2025 p dụng thanh ton online 100% (trừ chuyển khoản). Mỗi khch chỉ mua 1 sản phẩm trong chương trnh. Giữ đơn hng trong 24h. Số lượng c hạn, khuyến mi c thể kết thc sớm","Đảm bảo pin lun đầy với chỉ 3 giờ tiếp xc nh sng mặt trời mỗi ngy, tiết kiệm năng lượngĐn LED hồng ngoại v khẩu độ f/1.6 cho tầm nhn ban đm xuất sắc, gim st lin tụcThiết kế khng dy v nhỏ gọn cho php lắp đặt dễ dng ở bất kỳ đu, chỉ cần khoan một lỗAI cảnh bo khi c người trong sn, hỗ trợ nhận diện khun mặt với HomeBase 3 cho độ chnh xc caoĐạt chuẩn IP67, bảo vệ hiệu quả trong mọi điều kiện thời tiết, từ mưa đến nắng",-,camera-ngoai-troi-nang-luong-mat-troi-eufy-2k-s220,2490000,999,2025-11-19 17:36:57,1,700000,2025-11-19 17:36:57,2025-11-19 17:36:57
87610,Camera hành trình GoPro Hero 13 Creator Edition Black,Camera hành trình GoPro Hero 13 Creator Edition Black | Giá rẻ,camera-hanh-trinh-gopro-hero-13-creator-edition-black,/g/r/group_573.png,"Siêu sale Black Fire-Day từ ngy 29/11 - 2/12 : Giảm gi chỉ cn 14,590,000đ (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Hỗ trợ quay video ln đến 5.3K với tốc độ 60fps, cho php ghi lại những khoảnh khắc tuyệt đẹp với độ chi tiết cao.Trang bị cng nghệ HyperSmooth 6.0, gip giảm thiểu rung lắc khi quay phim, mang lại những thước phim mượt m ngay cả trong điều kiện di chuyển kh khăn.Cho php người dng livestream trực tiếp với chất lượng cao, rất ph hợp cho cc sự kiện hoặc hoạt động ngoi trời.Với vin pin mạnh mẽ, camera c thể hoạt động lin tục trong nhiều giờ, gip người dng ghi lại mọi khoảnh khắc m khng lo hết pin.",Camera hành động,camera-hanh-trinh-gopro-hero-13-creator-edition-black,16990000,999,2025-11-19 17:36:57,1,2000000,2025-11-19 17:36:57,2025-11-19 17:36:57
53355,Camera Insta360 One X3,"Camera Insta360 X3 (One X3) | Chính hãng giá rẻ, trả góp 0%",camera-hanh-trinh-insta360-one-x3,/c/a/camera-hanh-trinh-insta360-one-x3.png,"Siêu sale Black Fire-Day từ ngy 29/11 - 2/12 : Giảm gi chỉ cn 8,490,000đ (số lượng c hạn, p dụng cng ưu đi Smember). Ngy cuối hotsale chỉ p dụng thanh ton online 100% hoặc thanh ton trực tiếp tại cửa hng.","Khả năng ghi hnh của camera c độ phn giải ln đến 5.7KTrang bị hệ thống chống rung ​​FlowState gip cc cảnh quay trở nn mượt m, ổn địnhKhả năng chống nước 10m cho bạn thỏa thch quay cc video dưới nước hay trong điều kiện thời tiết xấuVin pin c dung lượng lớn 1800mAh gip bạn khng lo hết pin khi quayTrang bị hệ thống 4 micro cho m thanh trở nn chất lượng hơn bao giừo hết",Camera hành trình,camera-hanh-trinh-insta360-one-x3,11560000,999,2025-11-19 17:36:57,1,3570000,2025-11-19 17:36:57,2025-11-19 17:36:57
116210,Camera IP 360 độ 3MP KBVision KX-A3W,Camera IP 360 độ 3MP KBVision KX-A3W | Giá rẻ,camera-kbvision-ip-wifi-3mp-kx-a3w,/c/a/camera-kbvision-ip-wifi-3mp-kx-a3w.png,,"Gc quay 360 độ cho php gim st ton bộ khng gian m khng cần lắp đặt nhiều thiết bịĐộ phn giải 3MP cung cấp hnh ảnh sắc nt v r rng, gip theo di mọi hoạt động trong khu vực quan stTch hợp pht hiện con người v th cưng, gửi cảnh bo ngay lập tức về điện thoạiKết nối Wifi khng dy dễ dng lắp đặt v quản l m khng cần dy cp phức tạpTạm dừng ghi hnh khi cần v tự động theo di đối tượng di chuyển, đảm bảo an ninh tối ưu",-,camera-kbvision-ip-wifi-3mp-kx-a3w,590000,999,2025-11-19 17:36:57,1,350000,2025-11-19 17:36:57,2025-11-19 17:36:57
78145,Tay cầm chống rung Insta360 Flow 2 Xám,Tay cầm chống rung Insta360 Flow 2 Xám| Giá rẻ,tay-c-m-ch-ng-rung-insta360-flow-2-xam,/t/e/text_ng_n_-_2024-03-05t222118.778.png,,,product,Tay cầm chống rung Insta360 Flow 2 Xám,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
78140,Camera hành trình Insta 360 Go 4 (64GB),"Camera hành trình Insta 360 Go 4 (64GB) | Giá rẻ, chất lượng",camera-hanh-trinh-insta-360-go-4,/t/e/text_ng_n_-_2024-03-05t220952.249.png,,,Camera hành trình,camera-hanh-trinh-insta-360-go-4,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
78146,Tay cầm chống rung Insta360 Flow 2 Xám,"Gimbal Insta360 Flow 2 Xám | Giá rẻ, chống rung, gọn nhẹ",gimbal-insta360-flow-2,/t/e/text_ng_n_-_2024-03-05t222118.778_1.png,,,product,gimbal-insta360-flow-2,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
83318,Camera IP 360 độ 3MP Botslab C211 2K,"Camera IP 360 độ 3MP Botslab C211 2K | Giá rẻ, chính hãng",camera-ip-khong-day-2k-botslab-c211,/c/a/camera-ip-khong-day-2k-botslab-c211.png,,"Kết nối với người thn chỉ với một chạm.Hnh ảnh siu nt 2K Ultra HD cho giao tiếp r rng hơn.Dễ dng thao tc với nhiều tnh năng thng minh trn ứng dụng điện thoại.Quay & qut bảo vệ 360, pht hiện chuyển động con người & vật nui.",Camera giám sát,camera-ip-khong-day-2k-botslab-c211,890000,999,2025-11-19 17:44:02,1,400000,2025-11-19 17:44:02,2025-11-19 17:44:02
78143,Camera hành trình Insta 360 Go 4 (128GB),"Camera hành trình Insta 360 Go 4 (128GB) | Giá rẻ, chất lượng",camera-hanh-trinh-insta-360-go-4-128gb,/t/e/text_ng_n_-_2024-03-05t220952.249_1.png,,,Camera hành trình,camera-hanh-trinh-insta-360-go-4-128gb,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
91574,Gậy Selfie + chân đế Tripod,Gậy Selfie + chân đế Tripod | Giá rẻ,gay-selfie-chan-de-tripod-insta360-2-in-1,/g/a/gay-selfie-chan-de-tripod-insta360-2-in-1_1_.png,,"Sử dụng kp: Lm gậy selfie v hnh hoặc chn my tch hợp, linh hoạt trong mọi tnh huống.Gậy selfie v hnh tự động loại bỏ trong ảnh 360, mang lại gc nhn khng bị cản trở.Tương thch với thiết bị qua ngm 1/4"" tiu chuẩn, dễ dng kết nối v sử dụng.Lưu : Cần mua ngm nhả nhanh hoặc bộ chuyển đổi 3 chấu ring cho Ace Pro & Ace.",product,gay-selfie-chan-de-tripod-insta360-2-in-1,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
67925,Camera IP ngoài trời 360 độ 4MP Yoosee D13Z Camera kép hồng ngoại,"Camera IP ngoài trời 360 độ 4MP Yoosee D13Z Camera kép hồng ngoại | Giá rẻ, chính hãng",camera-ip-wifi-yoosee-d13z-4mp-camera-kep-ngoai-troi,/c/a/camera-ip-wifi-yoosee-d13z-4mp-camera-kep-ngoai-troi.1.png,,"Camera nh sng kp ngoi trời chống nước 1.5 inchTch hợp 9 led hồng ngoại v 15 led trắng cho chất lượng video caoVideo ban đm hỗ trợ mu sắc gip dễ dng quan st hơnPht hiện chuyển động, hnh người AI v th cưng chuẩn xc Kết nối khng dy Wifi 2.4GHz & kết nối c dy RJ45",Camera giám sát,camera-ip-wifi-yoosee-d13z-4mp-camera-kep-ngoai-troi,690000,999,2025-11-19 17:44:02,1,200000,2025-11-19 17:44:02,2025-11-19 17:44:02
64501,Camera IP ngoài trời 360 độ 3MP EZVIZ H8 Pro 2K Full Color,Camera IP ngoài trời 360 độ 3MP EZVIZ H8 Pro 2K Full Color | Giá rẻ,camera-ip-wifi-ezviz-h8-pro-2k-full-color,/c/a/camera-ip-wifi-ezviz-h8-pro-2k-full-color_1_2.png,,"Thiết kế gọn gng ph hợp với mọi ngi nh, chống chịu với thời tiếtGc nhn 360 độ v độ phn giải 2K gip giảm đng kể điểm m trong khi bảo vệ ngi nhThiết bị được hỗ trợ bởi cng nghệ AI gip pht hiện thng minh v điều khiển dễ dngPhng vệ chủ động bằng ci bo động v đn chớp, tầm nhn xa c mu vo ban đm",Camera giám sát,camera-ip-wifi-ezviz-h8-pro-2k-full-color,1990000,999,2025-11-19 17:44:02,1,700000,2025-11-19 17:44:02,2025-11-19 17:44:02
97793,Camera IP 360 độ 3MP Dahua H3AE,Camera IP 360 độ 3MP Dahua H3AE | Giá rẻ,camera-ip-wifi-dahua-h3ae-3mp,/c/a/camera-ip-wifi-dahua-h3ae-3mp_8_.png,,"Xoay 360 độ, camera c thể xem bao phủ ton bộ cảnhĐộ phn giải 3MP, hnh ảnh sắc nt, tầm xa hồng ngoại 10mAI thng minh pht hiện người & vật nui, theo di tự độngLắp đặt dễ dng, khng cần dy mạng, kết nối Wifi nhanhGi thnh hợp l, ph hợp cho gia đnh, cửa hng, văn phng",-,camera-ip-wifi-dahua-h3ae-3mp,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
91577,Gậy Selfie mở rộng,Gậy Selfie mở rộng | Giá rẻ,gay-selfie-mo-rong-insta360-85cm-invisible-selfie-stick,/g/a/gay-selfie-mo-rong-insta360-85cm-invisible-selfie-stick_1_.png,,"Bao gồm tay o Selfie Stick c thể tho rời, mang lại cảm gic cầm nắm thoải mi hơn.Gậy selfie v hnh tự động loại bỏ trong ảnh 360, tạo ra gc nhn thứ ba độc đo.Thiết kế thu gọn bỏ ti, tiện lợi mang theo sử dụng mọi lc mọi nơi.Lưu : Cần mua ngm nhả nhanh hoặc bộ chuyển đổi 3 chấu ring cho Ace Pro & Ace.",product,gay-selfie-mo-rong-insta360-85cm-invisible-selfie-stick,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
73733,Máy in ảnh Kodak Mini 2 P210R - Bundle 60 tấm ảnh,"Máy in ảnh Kodak Mini 2 P210R - Bundle 60 tấm ảnh | Giá rẻ, ưu đãi tốt",may-in-anh-kodak-mini-2-p210r-bundle-60-anh,/m/a/may-in-anh-kodak-mini-2-p210r-bundle-60-anh_4_.png,,,product,may-in-anh-kodak-mini-2-p210r-bundle-60-anh,0,999,2025-11-19 17:44:02,1,0,2025-11-19 17:44:02,2025-11-19 17:44:02
72882,Camera IP 2MP EZVIZ CB2 sử dụng pin,"Camera IP 2MP EZVIZ CB2 sử dụng pin | Chính hãng giá rẻ, góp 0%",camera-ip-wifi-ezviz-cb2-2mp-dung-pin,/c/a/camera-ip-wifi-ezviz-cb2-2mp-dung-pin.1.png,,"Xem trực tiếp với khả năng zoom 8x gip nhn r hơn ngay cả khi ở khoảng cch xaChất lượng video 1080p r nt, khả năng đm thoại 2 chiều hỗ trợ tr chuyện dễ dngCamera khng dy với thời lượng pin 50 ngy, c thể hoạt động ngay cả khi ngắt điệnThuật ton pht hiện dng người kết hợp cảm biến PIR gip cảnh bo chnh xc hơn",Camera giám sát,CGS.EV.09,1950000,999,2025-11-19 17:44:02,1,560000,2025-11-19 17:44:02,2025-11-19 17:44:02
