category_id,parent_id,level,title,slug,created_at,updated_at
1062,491,6,Pisen,pisen,2025-11-19 18:27:33,2025-11-19 18:27:33
1087,682,5,Harman kardon,harman-kardon,2025-11-19 18:27:33,2025-11-19 18:27:33
2362,491,5,Tai nghe Alpha Works,alpha-works,2025-11-19 18:27:36,2025-11-19 18:27:36
105,220,2,Phụ kiện AUKEY,phu-kien-aukey,2025-11-19 18:27:36,2025-11-19 18:27:36
1083,682,6,Aukey,aukey,2025-11-19 18:27:36,2025-11-19 18:27:36
318,265,3,SOUL,soul,2025-11-19 18:27:36,2025-11-19 18:27:36
1241,682,5,Motorola,motorola,2025-11-19 18:27:36,2025-11-19 18:27:36
2112,671,6,Tai nghe Black Shark,black-shark,2025-11-19 18:27:36,2025-11-19 18:27:36
1091,491,5,Marshall,marshall,2025-11-19 17:37:22,2025-11-19 17:37:22
106,220,3,Tai nghe,headphones,2025-11-19 17:37:22,2025-11-19 17:37:22
1068,682,7,QCY,qcy,2025-11-19 17:37:22,2025-11-19 17:37:22
1196,950,5,Shokz,shokz,2025-11-19 17:37:23,2025-11-19 17:37:23
1377,265,3,Logitech,logitech,2025-11-19 17:37:27,2025-11-19 17:37:27
2733,491,5,Bowers & Wilkins,bowers-wilkins,2025-11-19 18:27:04,2025-11-19 18:27:04
1067,682,5,Nokia,nokia,2025-11-19 18:27:07,2025-11-19 18:27:07
663,30,3,Chuột | Bàn Phím,chuot-ban-phim-may-tinh,2025-11-19 17:37:22,2025-11-19 17:37:22
1407,663,4,MSI,msi,2025-11-19 17:37:22,2025-11-19 17:37:22
665,1407,5,Bàn phím,ban-phim,2025-11-19 17:37:22,2025-11-19 17:37:22
738,665,6,Bàn phím có dây,ban-phim-co-day,2025-11-19 17:37:22,2025-11-19 17:37:22
1005,738,7,Bàn phím Gaming,gaming,2025-11-19 17:37:22,2025-11-19 17:37:22
1116,1005,8,Bàn phím cơ,ban-phim-co,2025-11-19 17:37:22,2025-11-19 17:37:22
1470,1116,9,Bàn phím MSI ,msi,2025-11-19 17:37:22,2025-11-19 17:37:22
1960,1116,7,Bàn phím Aula,aula,2025-11-19 17:37:22,2025-11-19 17:37:22
902,665,6,Phụ kiện iPad,phu-kien-ipad,2025-11-19 17:37:22,2025-11-19 17:37:22
989,902,7,Bàn phím,ban-phim,2025-11-19 17:37:22,2025-11-19 17:37:22
1458,989,8,Bàn phím Apple,apple,2025-11-19 17:37:22,2025-11-19 17:37:22
1495,1458,9,Bàn phím iPad,ipad,2025-11-19 17:37:22,2025-11-19 17:37:22
739,665,5,Bàn phím không dây,ban-phim-khong-day,2025-11-19 17:37:22,2025-11-19 17:37:22
1459,739,6,Bàn phím Logitech ,logitech,2025-11-19 17:37:22,2025-11-19 17:37:22
1959,1116,6,Bàn phím Edra,edra,2025-11-19 17:37:22,2025-11-19 17:37:22
1468,1116,7,Bàn phím FL Esports ,fl-esport,2025-11-19 17:37:22,2025-11-19 17:37:22
1375,663,3,Akko,akko,2025-11-19 17:37:22,2025-11-19 17:37:22
1464,738,6,Bàn phím Rappo,rapoo,2025-11-19 17:37:22,2025-11-19 17:37:22
1362,663,3,Targus,targus,2025-11-19 18:08:01,2025-11-19 18:08:01
664,1362,4,Chuột,chuot,2025-11-19 18:08:01,2025-11-19 18:08:01
740,665,6,Combo Bàn phím + Chuột,ban-phim-chuot,2025-11-19 18:08:01,2025-11-19 18:08:01
737,740,7,Chuột có dây,chuot-co-day,2025-11-19 18:08:01,2025-11-19 18:08:01
1450,738,9,Chuột Targus,targus,2025-11-19 18:08:01,2025-11-19 18:08:01
1466,1450,10,Bàn phím Targus,targus,2025-11-19 18:08:01,2025-11-19 18:08:01
1463,1116,7,Bàn phím Asus,asus,2025-11-19 18:08:01,2025-11-19 18:08:01
1467,665,4,Bàn phím Razer,razer,2025-11-19 18:08:01,2025-11-19 18:08:01
1469,1005,6,Bàn phím Corsair,corsair,2025-11-19 18:08:01,2025-11-19 18:08:01
1460,1116,7,Bàn phím AKKO,akko,2025-11-19 18:08:01,2025-11-19 18:08:01
1461,1116,5,Bàn phím Dareu,dareu,2025-11-19 18:08:05,2025-11-19 18:08:05
670,740,7,Chuột chơi game,gaming,2025-11-19 17:37:23,2025-11-19 17:37:23
1957,1005,11,Chuột Aula,aula,2025-11-19 17:37:23,2025-11-19 17:37:23
736,740,7,Chuột không dây,chuot-khong-day,2025-11-19 17:37:23,2025-11-19 17:37:23
1440,739,9,Chuột Logitech ,logitech,2025-11-19 17:37:23,2025-11-19 17:37:23
2656,1116,8,Bàn phím Leobog,leobog,2025-11-19 17:37:23,2025-11-19 17:37:23
1374,663,3,Dareu,dareu,2025-11-19 17:37:23,2025-11-19 17:37:23
108,30,3,Ốp lưng | Bao da,bao-da-op-lung,2025-11-19 17:37:26,2025-11-19 17:37:26
691,665,7,iPad,ipad,2025-11-19 17:37:26,2025-11-19 17:37:26
1485,1459,10,iPad 10.9,ipad-10-9,2025-11-19 17:37:26,2025-11-19 17:37:26
2541,1495,12,iPad A16,ipad-a16,2025-11-19 17:37:26,2025-11-19 17:37:26
901,665,5,Phụ kiện MacBook,macbook,2025-11-19 17:37:26,2025-11-19 17:37:26
1557,1459,8,Bàn phím giả cơ ,ban-phim-gia-co,2025-11-19 17:37:26,2025-11-19 17:37:26
2425,1495,9,iPad Air,ipad-air,2025-11-19 17:37:26,2025-11-19 17:37:26
1398,663,3,Rapoo,rapoo,2025-11-19 17:37:30,2025-11-19 17:37:30
960,691,8,iPad Pro 11,ipad-pro-11,2025-11-19 17:37:33,2025-11-19 17:37:33
2426,1495,11,iPad Pro,ipad-pro,2025-11-19 17:37:33,2025-11-19 17:37:33
1393,663,3,Phụ kiện ASUS,asus,2025-11-19 17:37:33,2025-11-19 17:37:33
1402,1393,4,Asus,asus,2025-11-19 17:37:33,2025-11-19 17:37:33
1462,1005,7,Bàn phím Havit,havit,2025-11-19 17:37:33,2025-11-19 17:37:33
120,108,3,Samsung,samsung,2025-11-19 17:37:37,2025-11-19 17:37:37
46,663,5,Samsung,samsung,2025-11-19 17:37:37,2025-11-19 17:37:37
910,665,7,Phụ kiện máy tính bảng,may-tinh-bang,2025-11-19 17:37:37,2025-11-19 17:37:37
964,910,8,Galaxy Tab,galaxy-tab,2025-11-19 17:37:37,2025-11-19 17:37:37
2238,964,9,Ốp Samsung Galaxy Tab S9 Series,s9-series,2025-11-19 17:37:37,2025-11-19 17:37:37
1333,691,7,Ốp Zagg,zagg,2025-11-19 17:37:37,2025-11-19 17:37:37
1446,739,10,Chuột Rapoo,rapoo,2025-11-19 18:07:52,2025-11-19 18:07:52
1268,220,2,Micro thu âm,micro-thu-am,2025-11-19 17:37:03,2025-11-19 17:37:03
2497,1268,3,Microphone Shure,shure,2025-11-19 17:37:03,2025-11-19 17:37:03
1270,1268,3,Saramonic,saramonic,2025-11-19 17:37:03,2025-11-19 17:37:03
1599,1268,3,Rode,rode,2025-11-19 17:37:03,2025-11-19 17:37:03
1722,1268,3,Micro không dây,micro,2025-11-19 17:37:03,2025-11-19 17:37:03
2498,1268,3,Microphone Maono,maono,2025-11-19 17:37:03,2025-11-19 17:37:03
1598,1268,4,DJI,dji,2025-11-19 17:37:07,2025-11-19 17:37:07
2008,1377,4,Thronmax,thronmax,2025-11-19 17:37:07,2025-11-19 17:37:07
1443,736,6,Chuột Dareu,dareu,2025-11-19 17:37:31,2025-11-19 17:37:31
1147,736,5,Chuột công thái học,chuot-cong-thai-hoc,2025-11-19 17:37:31,2025-11-19 17:37:31
1798,1147,6,Chuột Hyperwork,hyperwork,2025-11-19 17:37:31,2025-11-19 17:37:31
990,902,8,"Chuột, Trackpad",chuot,2025-11-19 17:37:31,2025-11-19 17:37:31
1439,736,10,Chuột Apple,apple,2025-11-19 17:37:31,2025-11-19 17:37:31
1861,1147,6,Chuột Ugreen,ugreen,2025-11-19 17:37:31,2025-11-19 17:37:31
1455,736,5,Chuột Huawei ,huawei,2025-11-19 17:37:31,2025-11-19 17:37:31
1445,736,7,Chuột Asus,asus,2025-11-19 17:37:31,2025-11-19 17:37:31
1956,736,7,Chuột Edra,edra,2025-11-19 17:37:33,2025-11-19 17:37:33
1405,663,3,Lenovo,lenovo,2025-11-19 17:37:33,2025-11-19 17:37:33
1456,736,6,Chuột Lenovo ,lenovo,2025-11-19 17:37:33,2025-11-19 17:37:33
1449,737,8,Chuột MSI,msi,2025-11-19 17:37:33,2025-11-19 17:37:33
1444,737,7,Chuột Havit,havit,2025-11-19 17:37:33,2025-11-19 17:37:33
1713,1147,7,Chuột Genius,genius,2025-11-19 17:37:37,2025-11-19 17:37:37
1400,663,3,Huawei,huawei,2025-11-19 17:37:42,2025-11-19 17:37:42
1372,669,4,Razer,razer,2025-11-19 17:37:46,2025-11-19 17:37:46
1451,736,8,Chuột Razer,razer,2025-11-19 17:37:46,2025-11-19 17:37:46
1860,1147,7,Chuột Genius,genius,2025-11-19 17:37:46,2025-11-19 17:37:46
1371,663,3,Corsair,corsair,2025-11-19 17:37:46,2025-11-19 17:37:46
1454,737,7,Chuột Corsair,corsair,2025-11-19 17:37:46,2025-11-19 17:37:46
1710,1147,6,Chuột fuhlen,fuhlen,2025-11-19 17:37:51,2025-11-19 17:37:51
1711,736,5,Chuột Newmen,newmen,2025-11-19 17:37:51,2025-11-19 17:37:51
1457,736,6,Chuột Xiaomi,xiaomi,2025-11-19 17:37:51,2025-11-19 17:37:51
1712,737,5,Chuột ZOWIE,zowie,2025-11-19 18:07:42,2025-11-19 18:07:42
1958,736,6,Chuột Steelseries,steelseries,2025-11-19 18:07:42,2025-11-19 18:07:42
610,,1,Đồng hồ thông minh,do-choi-cong-nghe,2025-11-19 17:36:53,2025-11-19 17:36:53
77,610,2,Samsung,samsung,2025-11-19 17:36:53,2025-11-19 17:36:53
2265,77,3,Samsung Galaxy Watch 7,samsung-galaxy-watch-7,2025-11-19 17:36:53,2025-11-19 17:36:53
88,610,2,Apple Watch,apple-watch,2025-11-19 17:36:53,2025-11-19 17:36:53
1591,88,3,Đồng hồ thể thao,dong-ho-the-thao,2025-11-19 17:36:53,2025-11-19 17:36:53
1592,1591,4,Đồng hồ thông minh chống nước,dong-ho-thong-minh-chong-nuoc,2025-11-19 17:36:53,2025-11-19 17:36:53
1593,1592,5,Đồng hồ thông minh nghe gọi,dong-ho-thong-minh-nghe-goi,2025-11-19 17:36:53,2025-11-19 17:36:53
2661,1593,6,Apple Watch Series 11,series-11,2025-11-19 17:36:53,2025-11-19 17:36:53
648,610,2,Huawei,huawei,2025-11-19 17:36:53,2025-11-19 17:36:53
640,610,2,Tin đồn - Mới ra,hang-sap-ve,2025-11-19 17:36:53,2025-11-19 17:36:53
752,610,2,Amazfit,amazfit,2025-11-19 17:36:53,2025-11-19 17:36:53
58,610,2,Vòng tay thông minh,vong-tay-thong-minh,2025-11-19 17:36:53,2025-11-19 17:36:53
76,58,3,Xiaomi,xiaomi,2025-11-19 17:36:53,2025-11-19 17:36:53
1594,1593,4,Đồng hồ đo huyết áp,dong-ho-do-huyet-ap,2025-11-19 17:36:53,2025-11-19 17:36:53
732,610,2,Đồng hồ định vị trẻ em ,dong-ho-dinh-vi-tre-em,2025-11-19 17:36:53,2025-11-19 17:36:53
2272,732,3,Đồng hồ định vị trẻ em Viettel,viettel,2025-11-19 17:36:53,2025-11-19 17:36:53
2484,1593,4,Đồng hồ Wonlex,wonlex,2025-11-19 17:36:53,2025-11-19 17:36:53
857,1593,6,Apple Watch SE,se,2025-11-19 17:36:53,2025-11-19 17:36:53
2663,857,7,Apple Watch SE 3,se-3,2025-11-19 17:36:53,2025-11-19 17:36:53
1297,1593,6,Apple Watch Ultra,ultra,2025-11-19 17:36:53,2025-11-19 17:36:53
2662,1297,7,Apple Watch Ultra 3,ultra-3,2025-11-19 17:36:53,2025-11-19 17:36:53
2234,857,6,Apple Watch SE 2024,se-2024,2025-11-19 17:36:53,2025-11-19 17:36:53
2271,1593,4,Đồng hồ định vị trẻ em Myalo,myalo,2025-11-19 17:36:53,2025-11-19 17:36:53
74,610,2,Garmin,garmin,2025-11-19 18:08:02,2025-11-19 18:08:02
896,1592,4,Khác,khac,2025-11-19 18:08:02,2025-11-19 18:08:02
1875,896,5,Epix,epix,2025-11-19 18:08:02,2025-11-19 18:08:02
1629,610,2,Kieslect,kieslect,2025-11-19 18:08:02,2025-11-19 18:08:02
707,610,3,Dây đeo đồng hồ,day-deo-dong-ho,2025-11-19 18:08:02,2025-11-19 18:08:02
903,707,6,Phụ kiện Apple Watch,apple-watch,2025-11-19 18:08:02,2025-11-19 18:08:02
1349,707,6,Devia,devia,2025-11-19 18:08:02,2025-11-19 18:08:02
1742,1297,7,Apple Watch Ultra 2,ultra-2,2025-11-19 18:08:02,2025-11-19 18:08:02
61,610,3,Phụ kiện Spigen,spigen,2025-11-19 18:08:02,2025-11-19 18:08:02
1571,1593,5,Apple Watch Series 10,series-10,2025-11-19 18:08:05,2025-11-19 18:08:05
1346,707,5,Phụ kiện Otterbox,otterbox,2025-11-19 18:08:09,2025-11-19 18:08:09
1343,707,4,Phụ kiện UNIQ,uniq,2025-11-19 18:08:09,2025-11-19 18:08:09
1380,707,4,Jinya,jinya,2025-11-19 18:08:09,2025-11-19 18:08:09
893,1592,4,Forerunner,forerunner,2025-11-19 18:08:12,2025-11-19 18:08:12
2454,1593,4,Đồng hồ thông minh RiverSong,riversong,2025-11-19 18:08:12,2025-11-19 18:08:12
1403,88,3,Apple Watch Series 9,series-9,2025-11-19 18:08:12,2025-11-19 18:08:12
1741,857,6,Apple Watch Se 2023,se-2023,2025-11-19 18:08:12,2025-11-19 18:08:12
1114,610,2,Coros,coros,2025-11-19 18:08:15,2025-11-19 18:08:15
1874,896,6,Venu,venu,2025-11-19 18:08:15,2025-11-19 18:08:15
995,1593,6,Apple Watch Series 8 ,series-8,2025-11-19 18:08:15,2025-11-19 18:08:15
894,1592,5,Fenix,fenix,2025-11-19 18:08:15,2025-11-19 18:08:15
885,1593,5,Apple Watch Series 7,series-7,2025-11-19 18:08:15,2025-11-19 18:08:15
895,1592,5,Instinct,instinct,2025-11-19 18:08:19,2025-11-19 18:08:19
889,732,3,Hãng khác,hang-khac,2025-11-19 18:08:19,2025-11-19 18:08:19
2270,1593,6,Đồng hồ định vị trẻ em Masstel,masstel,2025-11-19 18:08:19,2025-11-19 18:08:19
1296,857,6,Apple Watch Se 2022,se-2022,2025-11-19 18:08:19,2025-11-19 18:08:19
2282,1593,5,KOSPET,kospet,2025-11-19 18:08:19,2025-11-19 18:08:19
2356,1592,4,Đồng hồ định vị trẻ em imoo,imoo,2025-11-19 18:08:19,2025-11-19 18:08:19
2443,610,2,Đồng hồ thông minh Kavvo,kavvo,2025-11-19 18:08:22,2025-11-19 18:08:22
2360,889,4,Đồng hồ định vị trẻ em Goly,goly,2025-11-19 18:08:25,2025-11-19 18:08:25
21,610,3,Tin đồn - Mới ra,hang-sap-ve,2025-11-19 18:08:25,2025-11-19 18:08:25
2276,1592,4,Đồng hồ thông minh Mibro,mibro,2025-11-19 18:08:25,2025-11-19 18:08:25
1870,1592,5,GTR,gtr,2025-11-19 18:08:29,2025-11-19 18:08:29
2202,1592,4,Black Shark,black-shark,2025-11-19 18:08:29,2025-11-19 18:08:29
1327,707,4,Ốp Spigen,spigen,2025-11-19 18:08:32,2025-11-19 18:08:32
1701,610,2,Casio,casio,2025-11-19 18:08:32,2025-11-19 18:08:32
1702,1701,3,G-shock,g-shock,2025-11-19 18:08:32,2025-11-19 18:08:32
1872,1593,5,Bip ,bip,2025-11-19 17:36:56,2025-11-19 17:36:56
905,610,2,OPPO,oppo,2025-11-19 18:08:36,2025-11-19 18:08:36
1105,889,3,Realme,realme,2025-11-19 18:08:43,2025-11-19 18:08:43
1106,610,2,Soundpeats,soundpeats,2025-11-19 17:37:07,2025-11-19 17:37:07
1876,896,6,Approach,approach,2025-11-19 18:07:56,2025-11-19 18:07:56
356,610,2,Thiết bị đeo thông minh,thiet-bi-deo-thong-minh,2025-11-19 18:07:59,2025-11-19 18:07:59
